name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Enterobacterial phage mEp213	1147156	species	44120	26	23	4.2706e-12
Enterobacterial phage mEp234	1147157	species	39578	1	1	0.0
Kosakonia sacchari	1158459	species	4902066	9	4	0
Cronobacter condimenti	1163710	species	4499482	4	0	0.0
Pectobacterium sp. SCC3193	1166016	species	5164411	2	1	0.0
Enterobacter sp. R4-368	1166130	species	5155034	195	1	0
Salmonella phage vB_SosS_Oslo	1168549	species	49116	1	1	0.0
Niabella ginsenosidivorans	1176587	species	5627734	3	2	0.0
Salmonella phage SSU5	1177632	species	103299	429	278	0.0023237
Halomonas huangheensis	1178482	species	4757486	1	0	0.0
Deinococcus swuensis	1182571	species	3531443	1	1	0.0
Flammeovirga sp. MY04	1191459	species	7327614	1	1	0.0
Snodgrassella alvi	1196083	species	2527978	2	1	0.0
Gilliamella apicola	1196095	species	3139412	3	0	0.0
Cloacibacillus porcorum	1197717	species	3585187	3	3	0.0
secondary endosymbiont of Ctenarytaina eucalypti	1199245	species	1441139	6	4	0.0
Pseudomonas sp. UW4	1207075	species	6183388	1	1	0.0
Enterobacteria phage SfI	1225789	species	38389	325	61	0.0127915
Escherichia phage EC6	1229757	species	86231	3	2	0
Candidatus Pantoea carbekii	1235990	species	2348022	4	1	0.0
Sodalis praecaptivus	1239307	species	5159425	5	2	0.0
endosymbiont of unidentified scaly snail isolate Monju	1248727	species	2597759	1	1	0.0
Pseudohongiella spirulinae	1249552	species	3345119	1	0	0.0
Streptomyces sp. 769	1262452	species	10338286	2	0	0.0
Edwardsiella piscicida	1263550	species	3891903	2	0	0.0
Frischella perrara	1267021	species	2692351	3	0	0.0
Photobacterium gaetbulicola	1295392	species	5909413	4	0	0.0
Enterobacter xiangfangensis	1296536	species	4661849	2	0	0.0
Alcanivorax pacificus	1306787	species	4168427	1	1	0.0
Archaeoglobus sulfaticallidus	1316941	species	2076931	15	15	0.0
Acinetobacter equi	1324350	species	3054269	1	1	0.0
Serratia sp. FS14	1327989	species	5249875	1	0	0.0
Enterobacter lignolyticus	1334193	species	4814049	7	3	0
Pseudomonas sp. JY-Q	1338689	species	6178825	11	8	0.0
Geobacter anodireducens	1340425	species	3666014	4	0	0.0
Escherichia phage JH2	1340750	species	87712	2	1	0
Pseudoalteromonas sp. OCN003	1348114	species	4815987	1	0	0.0
Rufibacter sp. DG31D	1379910	species	4820793	1	0	0.0
Hymenobacter sp. DG25A	1385663	species	3777136	2	0	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	2	0	0.0
Shigella phage SfIV	1407493	species	39758	642	49	0.106243
Candidatus Tachikawaea gelatinosa	1410383	species	708439	2	0	0.0
Vibrio tritonius	1435069	species	5221926	2	0	0.0
Gynuella sunshinyii	1445505	species	6475959	1	1	0.0
Klebsiella quasipneumoniae	1463165	species	5586672	7	0	0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	1	0	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	49	42	2.58844e-05
Pantoea sp. PSNIH1	1484158	species	4410683	11	3	0.0
Candidatus Sodalis pierantonius	1486991	species	4513140	14	9	0.0
Candidatus Evansia muelleri	1495769	species	357498	2	1	0.0
Halomonas sp. KO116	1504981	species	5168360	1	0	0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	species	749321	2	1	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	2	0	0.0
Jeotgalibacillus malaysiensis	1508404	species	4119509	1	1	0.0
Enterobacteria phage Sf101	1524881	species	38742	135	69	0.00466946
Lacimicrobium alkaliphilum	1526571	species	4378835	3	3	0.0
Escherichia phage HY02	1527531	species	86252	2	2	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	1	0	0.0
Enterobacter sp. E20	1560339	species	4763114	1	0	0.0
Carnobacterium sp. CP1	1564681	species	2614401	1	1	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	8	2	0
Wenzhouxiangella marina	1579979	species	3675202	1	1	0.0
Pseudomonas cerasi	1583341	species	6345256	1	0	0.0
Coxiella-like endosymbiont	1592897	species	1733840	1	0	0.0
Arthrobacter sp. IHBB 11108	1618207	species	3599434	1	1	0.0
Erwinia gerundensis	1619313	species	4481256	1	1	0.0
Spongiibacter sp. IMCC21906	1620392	species	3481669	2	0	0.0
Chania multitudinisentens	1639108	species	5488183	3	1	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	1	0	0.0
Atopobiaceae	1643824	family	0	1	0	0.0
Salmonella phage SEN22	1647458	species	41337	9	1	0
Salmonella phage SEN4	1647465	species	33507	1061	0	0.0419982
Salmonella phage SEN5	1647466	species	33508	1061	0	2.66403e-07
Caldimicrobium thiodismutans	1653476	species	1814952	2	0	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	1	0	0.0
Magnetospirillum sp. XM-1	1663591	species	4992477	1	0	0.0
Shigella phage Ss-VASD	1675531	species	62851	3	2	0
Enterobacter sp. FY-07	1692238	species	5138701	5	3	0.0
Oblitimonas alkaliphila	1697053	species	14141857	1	1	0.0
Citrobacter sp. FDAARGOS_156	1702170	species	4727434	19	0	0
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	species	915884	1	0	0.0
Turicibacter sp. H121	1712675	species	2622031	1	0	0.0
Klebsiella sp. G5	1715259	species	4702949	7	0	0
Algoriphagus sp. M8-2	1727163	species	3882610	2	1	0.0
Serratia sp. YD25	1759437	species	5117644	1	0	0.0
Thalassotalea sp. LPB0090	1763536	species	3861670	1	1	0.0
Microbulbifer sp. CCB-MM1	1769779	species	3864326	1	0	0.0
Candidatus Doolittlea endobia	1778262	species	846562	7	2	0.0
Candidatus Hoaglandella endobia	1778263	species	636713	3	3	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	10	10	0.0
Gammaproteobacteria bacterium TR3.2	1810504	species	3243537	1	1	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	4899947	161	6	0.00014255
Shigella sp. PAMC 28760	1813821	species	4558287	121177	3331	0.0291293
Salmonella phage SJ46	1815968	species	103445	149	0	0.000545243
Colwellia sp. PAMC 20917	1816218	species	4683314	1	0	0.0
Marinobacterium sp. ST58-10	1821621	species	5191608	1	1	0.0
Edwardsiella anguillarum	1821960	species	4329652	88	6	0
Enterobacter sp. ODB01	1827481	species	4534036	1	0	0.0
Lutibacter sp. LPB0138	1850246	species	3426122	12	12	0.0
Halothiobacillus sp. LS2	1860122	species	2908964	1	1	0.0
Enterobacter sp. HK169	1868135	species	4551186	1	0	0.0
Enterobacter cloacae complex sp. 35734	1870930	species	5276896	3473	3343	0.000637869
Escherichia phage vB_EcoM_Alf5	1873990	species	87662	26	25	0
Mycobacterium sp. djl-10	1879023	species	6579322	1	0	0.0
Brucella sp. 141012304	1885919	species	3442381	1	1	0.0
Synechococcales	1890424	order	0	1	0	0.0
Hyellaceae	1890500	family	0	1	0	0.0
Klebsiella sp. LTGPAF-6F	1905288	species	6790399	75	2	0
Pectobacterium parmentieri	1905730	species	5047366	1	0	0.0
Hyphomonas sp. Mor2	1906738	species	3628091	1	0	0.0
